DES,HBA,HBD,T(K),P(kPa),w(H2O)%,experimental(g/g),DES_ratio
1:2,[Emim]Cl,SN,293.15,101.3,0.0,0.96,0.5
1:1,[Emim]Cl,EG,293.15,101.3,0.0,1.03,1.0
2:1,[Emim]Cl,EG,293.15,101.3,0.0,1.15,2.0
1:1,[Emim]Cl,SN,298.15,101.3,0.0,1.02,1.0
1:1,[Emim]Cl,SN,303.15,101.3,0.0,0.91,1.0
1:1,[Emim]Cl,SN,313.15,101.3,0.0,0.78,1.0
1:4,[PPZ]Br,Gly,293.15,1.0,0.1,0.103337887,0.25
1:4,[PPZ]Br,Gly,293.15,10.0,0.1,0.155006831,0.25
1:4,[PPZ]Br,Gly,293.15,20.0,0.1,0.179259601,0.25
1:4,[PPZ]Br,Gly,293.15,40.0,0.1,0.26361706,0.25
1:4,[PPZ]Br,Gly,293.15,60.0,0.1,0.305795789,0.25
1:4,[PPZ]Br,Gly,293.15,80.0,0.1,0.369063884,0.25
1:4,[PPZ]Br,Gly,293.15,100.0,0.1,0.418623891,0.25
1:5,[PPZ]Br,Gly,293.15,1.0,0.1,0.087903945,0.2
1:5,[PPZ]Br,Gly,293.15,10.0,0.1,0.130940252,0.2
1:5,[PPZ]Br,Gly,293.15,20.0,0.1,0.152000572,0.2
1:5,[PPZ]Br,Gly,293.15,40.0,0.1,0.230747856,0.2
1:5,[PPZ]Br,Gly,293.15,60.0,0.1,0.274699828,0.2
1:5,[PPZ]Br,Gly,293.15,80.0,0.1,0.338796455,0.2
1:5,[PPZ]Br,Gly,293.15,100.0,0.1,0.375423099,0.2
1:6,[PPZ]Br,Gly,293.15,1.0,0.1,0.080106355,0.16666666666666666
1:6,[PPZ]Br,Gly,293.15,10.0,0.1,0.12541904,0.16666666666666666
1:6,[PPZ]Br,Gly,293.15,20.0,0.1,0.141602142,0.16666666666666666
1:6,[PPZ]Br,Gly,293.15,40.0,0.1,0.20471624,0.16666666666666666
1:6,[PPZ]Br,Gly,293.15,60.0,0.1,0.24274653,0.16666666666666666
1:6,[PPZ]Br,Gly,293.15,80.0,0.1,0.307478937,0.16666666666666666
1:6,[PPZ]Br,Gly,293.15,100.0,0.1,0.338226831,0.16666666666666666
1:4,[PPZ]Br,Gly,303.15,100.0,0.1,0.311068131,0.25
1:4,[PPZ]Br,Gly,313.15,100.0,0.1,0.250963441,0.25
1:4,[PPZ]Br,Gly,323.15,100.0,0.1,0.201403434,0.25
1:4,[PPZ]Br,Gly,333.15,100.0,0.1,0.168714918,0.25
1:4,[PPZ]Br,Gly,343.15,100.0,0.1,0.158170236,0.25
1:4,[PPZ]Br,Gly,353.15,100.0,0.1,0.153952363,0.25
1:5,[PPZ]Br,Gly,303.15,100.0,0.1,0.283856489,0.2
1:5,[PPZ]Br,Gly,313.15,100.0,0.1,0.228000858,0.2
1:5,[PPZ]Br,Gly,323.15,100.0,0.1,0.187711549,0.2
1:5,[PPZ]Br,Gly,333.15,100.0,0.1,0.146506575,0.2
1:5,[PPZ]Br,Gly,343.15,100.0,0.1,0.13826558,0.2
1:5,[PPZ]Br,Gly,353.15,100.0,0.1,0.13368725,0.2
1:6,[PPZ]Br,Gly,303.15,100.0,0.1,0.254883856,0.16666666666666666
1:6,[PPZ]Br,Gly,313.15,100.0,0.1,0.202288775,0.16666666666666666
1:6,[PPZ]Br,Gly,323.15,100.0,0.1,0.16183102,0.16666666666666666
1:6,[PPZ]Br,Gly,333.15,100.0,0.1,0.130273971,0.16666666666666666
1:6,[PPZ]Br,Gly,343.15,100.0,0.1,0.12218242,0.16666666666666666
1:6,[PPZ]Br,Gly,353.15,100.0,0.1,0.118136644,0.16666666666666666
2:1,[Emim]Cl,Im,293.15,10.0,0.0,0.45,2.0
2:1,[Emim]Cl,Im,293.15,20.0,0.0,0.5,2.0
2:1,[Emim]Cl,Im,293.15,40.0,0.0,0.66,2.0
2:1,[Emim]Cl,Im,293.15,80.0,0.0,1.05,2.0
2:1,[Emim]Cl,Triz,293.15,10.0,0.0,0.44,2.0
2:1,[Emim]Cl,Triz,293.15,20.0,0.0,0.47,2.0
2:1,[Emim]Cl,Triz,293.15,40.0,0.0,0.62,2.0
2:1,[Emim]Cl,Triz,293.15,60.0,0.0,0.77,2.0
2:1,[Emim]Cl,Triz,293.15,80.0,0.0,0.97,2.0
2:1,[Emim]Cl,Tz,293.15,10.0,0.0,0.4,2.0
2:1,[Emim]Cl,Tz,293.15,20.0,0.0,0.45,2.0
2:1,[Emim]Cl,Tz,293.15,40.0,0.0,0.58,2.0
2:1,[Emim]Cl,Tz,293.15,60.0,0.0,0.74,2.0
2:1,[Emim]Cl,Tz,293.15,100.0,0.0,1.18,2.0
2:1,[Emim]Cl,Tetz,293.15,10.0,0.0,0.34,2.0
2:1,[Emim]Cl,Tetz,293.15,20.0,0.0,0.4,2.0
2:1,[Emim]Cl,Tetz,293.15,40.0,0.0,0.53,2.0
2:1,[Emim]Cl,Tetz,293.15,60.0,0.0,0.72,2.0
2:1,[Emim]Cl,Tetz,293.15,80.0,0.0,0.88,2.0
2:1,[Emim]Cl,Tetz,293.15,100.0,0.0,1.08,2.0
2:1,[Emim]Cl,Im,303.15,100.0,0.0,1.16,2.0
2:1,[Emim]Cl,Im,313.15,100.0,0.0,0.92,2.0
2:1,[Emim]Cl,Im,323.15,100.0,0.0,0.76,2.0
2:1,[Emim]Cl,Im,333.15,100.0,0.0,0.68,2.0
2:1,[Emim]Cl,Im,343.15,100.0,0.0,0.6,2.0
2:1,[Emim]Cl,Triz,303.15,100.0,0.0,1.04,2.0
2:1,[Emim]Cl,Triz,313.15,100.0,0.0,0.83,2.0
2:1,[Emim]Cl,Triz,323.15,100.0,0.0,0.71,2.0
2:1,[Emim]Cl,Triz,333.15,100.0,0.0,0.6,2.0
2:1,[Emim]Cl,Triz,343.15,100.0,0.0,0.49,2.0
2:1,[Emim]Cl,Tz,303.15,100.0,0.0,0.96,2.0
2:1,[Emim]Cl,Tz,313.15,100.0,0.0,0.76,2.0
2:1,[Emim]Cl,Tz,323.15,100.0,0.0,0.64,2.0
2:1,[Emim]Cl,Tz,333.15,100.0,0.0,0.56,2.0
2:1,[Emim]Cl,Tz,343.15,100.0,0.0,0.47,2.0
2:1,[Emim]Cl,Tetz,303.15,100.0,0.0,0.88,2.0
2:1,[Emim]Cl,Tetz,313.15,100.0,0.0,0.68,2.0
2:1,[Emim]Cl,Tetz,323.15,100.0,0.0,0.56,2.0
2:1,[Emim]Cl,Tetz,333.15,100.0,0.0,0.45,2.0
2:1,[Emim]Cl,Tetz,343.15,100.0,0.0,0.38,2.0
1:1,[Ch]Cl,Gly,293.15,101.3,0.2,0.678,1.0
1:1,[Ch]Cl,Gly,303.15,101.3,0.2,0.514,1.0
1:1,[Ch]Cl,Gly,313.15,101.3,0.2,0.394,1.0
1:1,[Ch]Cl,Gly,323.15,101.3,0.2,0.309,1.0
1:1,[Ch]Cl,Gly,333.15,101.3,0.2,0.245,1.0
1:1,[Ch]Cl,Gly,343.15,101.3,0.2,0.196,1.0
1:1,[Ch]Cl,Gly,353.15,101.3,0.2,0.158,1.0
1:2,[Ch]Cl,Gly,293.15,101.3,0.2,0.482,0.5
1:2,[Ch]Cl,Gly,303.15,101.3,0.2,0.348,0.5
1:2,[Ch]Cl,Gly,313.15,101.3,0.2,0.256,0.5
1:2,[Ch]Cl,Gly,323.15,101.3,0.2,0.192,0.5
1:2,[Ch]Cl,Gly,333.15,101.3,0.2,0.148,0.5
1:2,[Ch]Cl,Gly,343.15,101.3,0.2,0.119,0.5
1:2,[Ch]Cl,Gly,353.15,101.3,0.2,0.091,0.5
1:3,[Ch]Cl,Gly,293.15,101.3,0.2,0.38,0.3333333333333333
1:3,[Ch]Cl,Gly,303.15,101.3,0.2,0.27,0.3333333333333333
1:3,[Ch]Cl,Gly,313.15,101.3,0.2,0.195,0.3333333333333333
1:3,[Ch]Cl,Gly,323.15,101.3,0.2,0.143,0.3333333333333333
1:3,[Ch]Cl,Gly,333.15,101.3,0.2,0.109,0.3333333333333333
1:3,[Ch]Cl,Gly,343.15,101.3,0.2,0.089,0.3333333333333333
1:3,[Ch]Cl,Gly,353.15,101.3,0.2,0.066,0.3333333333333333
1:4,[Ch]Cl,Gly,303.15,101.3,0.2,0.225,0.25
1:4,[Ch]Cl,Gly,313.15,101.3,0.2,0.162,0.25
1:4,[Ch]Cl,Gly,323.15,101.3,0.2,0.118,0.25
1:4,[Ch]Cl,Gly,333.15,101.3,0.2,0.09,0.25
1:4,[Ch]Cl,Gly,343.15,101.3,0.2,0.07,0.25
1:4,[Ch]Cl,Gly,353.15,101.3,0.2,0.055,0.25
1:1,[Ch]Cl,Gly,293.15,10.13,0.2,0.153,1.0
1:1,[Ch]Cl,Gly,293.15,60.78,0.2,0.464,1.0
1:2,[Ch]Cl,Gly,293.15,10.13,0.2,0.077,0.5
1:2,[Ch]Cl,Gly,293.15,30.39,0.2,0.182,0.5
1:2,[Ch]Cl,Gly,293.15,60.78,0.2,0.308,0.5
1:3,[Ch]Cl,Gly,293.15,10.13,0.2,0.053,0.3333333333333333
1:3,[Ch]Cl,Gly,293.15,30.39,0.2,0.13,0.3333333333333333
1:3,[Ch]Cl,Gly,293.15,60.78,0.2,0.239,0.3333333333333333
1:4,[Ch]Cl,Gly,293.15,10.13,0.2,0.046,0.25
1:4,[Ch]Cl,Gly,293.15,30.39,0.2,0.113,0.25
1:4,[Ch]Cl,Gly,293.15,60.78,0.2,0.203,0.25
2:1,[Emim]Cl,PYD,293.15,100.0,0.46,1.323,2.0
1:1,[Emim]Cl,PYD,293.15,100.0,0.47,1.256,1.0
1:1,[Emim]Cl,PID,293.15,100.0,0.51,1.213,1.0
1:1,[Emim]Cl,CLAA,293.15,100.0,0.4,1.107,1.0
1:1,[Emim]Cl,IMD,293.15,100.0,0.39,1.151,1.0
2:1,[Emim]Cl,SUIM,293.15,100.0,0.5,1.16,2.0
2:1,[Emim]Cl,NHS,293.15,100.0,0.48,1.031,2.0
2:1,[Emim]Cl,PYD,303.15,100.0,0.46,1.05,2.0
2:1,[Emim]Cl,PYD,313.15,100.0,0.46,0.87,2.0
2:1,[Emim]Cl,PYD,323.15,100.0,0.46,0.74,2.0
2:1,[Emim]Cl,PYD,333.15,100.0,0.46,0.62,2.0
2:1,[Emim]Cl,PYD,343.15,100.0,0.46,0.56,2.0
1:1,[Emim]Cl,PYD,303.15,100.0,0.47,1.01,1.0
1:1,[Emim]Cl,PYD,313.15,100.0,0.47,0.85,1.0
1:1,[Emim]Cl,PYD,323.15,100.0,0.47,0.69,1.0
1:1,[Emim]Cl,PYD,333.15,100.0,0.47,0.6,1.0
1:1,[Emim]Cl,PYD,343.15,100.0,0.47,0.525,1.0
1:1,[Emim]Cl,PID,303.15,100.0,0.51,0.975,1.0
1:1,[Emim]Cl,PID,313.15,100.0,0.51,0.825,1.0
1:1,[Emim]Cl,PID,323.15,100.0,0.51,0.66,1.0
1:1,[Emim]Cl,PID,333.15,100.0,0.51,0.57,1.0
1:1,[Emim]Cl,PID,343.15,100.0,0.51,0.46,1.0
1:1,[Emim]Cl,IMD,303.15,100.0,0.39,0.93,1.0
1:1,[Emim]Cl,IMD,313.15,100.0,0.39,0.825,1.0
1:1,[Emim]Cl,IMD,323.15,100.0,0.39,0.65,1.0
1:1,[Emim]Cl,IMD,333.15,100.0,0.39,0.55,1.0
1:1,[Emim]Cl,IMD,343.15,100.0,0.39,0.453,1.0
1:1,[Emim]Cl,CLAA,303.15,100.0,0.4,0.902,1.0
1:1,[Emim]Cl,CLAA,313.15,100.0,0.4,0.75,1.0
1:1,[Emim]Cl,CLAA,323.15,100.0,0.4,0.603,1.0
1:1,[Emim]Cl,CLAA,333.15,100.0,0.4,0.522,1.0
1:1,[Emim]Cl,CLAA,343.15,100.0,0.4,0.38,1.0
2:1,[Emim]Cl,PYD,293.15,20.0,0.46,0.53,2.0
2:1,[Emim]Cl,PYD,293.15,40.0,0.46,0.751,2.0
2:1,[Emim]Cl,PYD,293.15,60.0,0.46,0.93,2.0
2:1,[Emim]Cl,PYD,293.15,80.0,0.46,1.13,2.0
1:1,[Emim]Cl,PYD,293.15,20.0,0.47,0.49,1.0
1:1,[Emim]Cl,PYD,293.15,40.0,0.47,0.74,1.0
1:1,[Emim]Cl,PYD,293.15,60.0,0.47,0.91,1.0
1:1,[Emim]Cl,PYD,293.15,80.0,0.47,1.1,1.0
1:1,[Emim]Cl,PID,293.15,20.0,0.51,0.465,1.0
1:1,[Emim]Cl,PID,293.15,40.0,0.51,0.68,1.0
1:1,[Emim]Cl,PID,293.15,60.0,0.51,0.87,1.0
1:1,[Emim]Cl,PID,293.15,80.0,0.51,1.05,1.0
1:1,[Emim]Cl,IMD,293.15,20.0,0.39,0.44,1.0
1:1,[Emim]Cl,IMD,293.15,40.0,0.39,0.67,1.0
1:1,[Emim]Cl,IMD,293.15,60.0,0.39,0.85,1.0
1:1,[Emim]Cl,IMD,293.15,80.0,0.39,1.04,1.0
1:1,[Emim]Cl,CLAA,293.15,20.0,0.4,0.38,1.0
1:1,[Emim]Cl,CLAA,293.15,40.0,0.4,0.615,1.0
1:1,[Emim]Cl,CLAA,293.15,60.0,0.4,0.8,1.0
1:1,[Emim]Cl,CLAA,293.15,80.0,0.4,0.975,1.0
2:1,[Emim]Cl,DMU,293.15,10.0,0.26,0.43,2.0
2:1,[Emim]Cl,DMU,293.15,100.0,0.26,1.22,2.0
2:1,[Emim]Cl,MU,293.15,10.0,0.37,0.36,2.0
2:1,[Emim]Cl,MU,293.15,100.0,0.37,1.09,2.0
2:1,[Emim]Cl,SAA,293.15,10.0,0.41,0.37,2.0
2:1,[Emim]Cl,SAA,293.15,100.0,0.41,1.18,2.0
2:1,[Emim]Cl,CLAA,293.15,10.0,0.44,0.45,2.0
2:1,[Emim]Cl,CLAA,293.15,100.0,0.44,1.26,2.0
2:1,[Emim]Cl,DMU,293.15,100.0,5.0,1.17,2.0
2:1,[Emim]Cl,DMU,293.15,100.0,10.0,1.07,2.0
2:1,[Emim]Cl,DMU,303.15,100.0,0.26,1.05,2.0
2:1,[Emim]Cl,DMU,313.15,100.0,0.26,0.86,2.0
2:1,[Emim]Cl,DMU,323.15,100.0,0.26,0.74,2.0
2:1,[Emim]Cl,DMU,333.15,100.0,0.26,0.63,2.0
2:1,[Emim]Cl,DMU,343.15,100.0,0.26,0.54,2.0
2:1,[Emim]Cl,DMU,353.15,100.0,0.26,0.46,2.0
2:1,[Emim]Cl,MU,303.15,100.0,0.37,0.92,2.0
2:1,[Emim]Cl,MU,313.15,100.0,0.37,0.77,2.0
2:1,[Emim]Cl,MU,323.15,100.0,0.37,0.67,2.0
2:1,[Emim]Cl,MU,333.15,100.0,0.37,0.58,2.0
2:1,[Emim]Cl,MU,343.15,100.0,0.37,0.47,2.0
2:1,[Emim]Cl,MU,353.15,100.0,0.37,0.41,2.0
2:1,[Emim]Cl,SAA,303.15,100.0,0.41,0.99,2.0
2:1,[Emim]Cl,SAA,313.15,100.0,0.41,0.83,2.0
2:1,[Emim]Cl,SAA,323.15,100.0,0.41,0.69,2.0
2:1,[Emim]Cl,SAA,333.15,100.0,0.41,0.61,2.0
2:1,[Emim]Cl,SAA,343.15,100.0,0.41,0.5,2.0
2:1,[Emim]Cl,SAA,353.15,100.0,0.41,0.4,2.0
2:1,[Emim]Cl,CLAA,303.15,100.0,0.44,1.07,2.0
2:1,[Emim]Cl,CLAA,313.15,100.0,0.44,0.9,2.0
2:1,[Emim]Cl,CLAA,323.15,100.0,0.44,0.77,2.0
2:1,[Emim]Cl,CLAA,333.15,100.0,0.44,0.64,2.0
2:1,[Emim]Cl,CLAA,343.15,100.0,0.44,0.56,2.0
2:1,[Emim]Cl,CLAA,353.15,100.0,0.44,0.47,2.0
2:1,[Emim]Cl,DMU,293.15,20.0,0.26,0.5,2.0
2:1,[Emim]Cl,DMU,293.15,40.0,0.26,0.75,2.0
2:1,[Emim]Cl,DMU,293.15,60.0,0.26,0.9,2.0
2:1,[Emim]Cl,DMU,293.15,80.0,0.26,1.05,2.0
2:1,[Emim]Cl,MU,293.15,20.0,0.37,0.47,2.0
2:1,[Emim]Cl,MU,293.15,40.0,0.37,0.68,2.0
2:1,[Emim]Cl,MU,293.15,60.0,0.37,0.85,2.0
2:1,[Emim]Cl,MU,293.15,80.0,0.37,0.97,2.0
2:1,[Emim]Cl,SAA,293.15,20.0,0.41,0.47,2.0
2:1,[Emim]Cl,SAA,293.15,40.0,0.41,0.75,2.0
2:1,[Emim]Cl,SAA,293.15,60.0,0.41,0.89,2.0
2:1,[Emim]Cl,SAA,293.15,80.0,0.41,1.06,2.0
2:1,[Emim]Cl,CLAA,293.15,20.0,0.44,0.58,2.0
2:1,[Emim]Cl,CLAA,293.15,40.0,0.44,0.79,2.0
2:1,[Emim]Cl,CLAA,293.15,60.0,0.44,0.95,2.0
2:1,[Emim]Cl,CLAA,293.15,80.0,0.44,1.09,2.0
2:1,[Emim]Cl,AA,293.15,10.0,0.2,0.49,2.0
1:1,[Emim]Cl,AA,293.15,10.0,0.2,0.46,1.0
1:2,[Emim]Cl,AA,293.15,10.0,0.2,0.27,0.5
1:1,[Bmim]Cl,AA,293.15,10.0,0.2,0.44,1.0
1:1,[Hmim]Cl,AA,293.15,10.0,0.2,0.38,1.0
1:1,[Bmim]Br,AA,293.15,10.0,0.2,0.3,1.0
1:1,[Emim]Cl,AA,293.15,100.0,0.2,1.25,1.0
1:2,[Emim]Cl,AA,293.15,100.0,0.2,1.13,0.5
1:1,[Bmim]Cl,AA,293.15,100.0,0.2,1.17,1.0
1:1,[Hmim]Cl,AA,293.15,100.0,0.2,1.02,1.0
1:1,[Bmim]Br,AA,293.15,100.0,0.2,1.01,1.0
2:1,[Emim]Cl,AA,303.15,100.0,0.2,1.14,2.0
2:1,[Emim]Cl,AA,313.15,100.0,0.2,0.915,2.0
2:1,[Emim]Cl,AA,323.15,100.0,0.2,0.7875,2.0
2:1,[Emim]Cl,AA,333.15,100.0,0.2,0.678,2.0
2:1,[Emim]Cl,AA,343.15,100.0,0.2,0.63,2.0
2:1,[Emim]Cl,AA,353.15,100.0,0.2,0.57,2.0
1:1,[Emim]Cl,AA,303.15,100.0,0.2,1.02,1.0
1:1,[Emim]Cl,AA,313.15,100.0,0.2,0.836,1.0
1:1,[Emim]Cl,AA,323.15,100.0,0.2,0.69,1.0
1:1,[Emim]Cl,AA,333.15,100.0,0.2,0.61,1.0
1:1,[Emim]Cl,AA,343.15,100.0,0.2,0.536,1.0
1:1,[Emim]Cl,AA,353.15,100.0,0.2,0.46,1.0
1:1,[Bmim]Cl,AA,303.15,100.0,0.2,0.925,1.0
1:1,[Bmim]Cl,AA,313.15,100.0,0.2,0.765,1.0
1:1,[Bmim]Cl,AA,323.15,100.0,0.2,0.63,1.0
1:1,[Bmim]Cl,AA,333.15,100.0,0.2,0.51,1.0
1:1,[Bmim]Cl,AA,343.15,100.0,0.2,0.465,1.0
1:1,[Bmim]Cl,AA,353.15,100.0,0.2,0.425,1.0
1:1,[Hmim]Cl,AA,303.15,100.0,0.2,0.827,1.0
1:1,[Hmim]Cl,AA,313.15,100.0,0.2,0.73,1.0
1:1,[Hmim]Cl,AA,323.15,100.0,0.2,0.54,1.0
1:1,[Hmim]Cl,AA,333.15,100.0,0.2,0.47,1.0
1:1,[Hmim]Cl,AA,343.15,100.0,0.2,0.43,1.0
1:1,[Hmim]Cl,AA,353.15,100.0,0.2,0.38,1.0
2:1,[Emim]Cl,AA,293.15,20.0,0.2,0.6,2.0
2:1,[Emim]Cl,AA,293.15,40.0,0.2,0.8,2.0
2:1,[Emim]Cl,AA,293.15,60.0,0.2,0.97,2.0
2:1,[Emim]Cl,AA,293.15,80.0,0.2,1.17,2.0
1:1,[Emim]Cl,AA,293.15,20.0,0.2,0.55,1.0
1:1,[Emim]Cl,AA,293.15,40.0,0.2,0.76,1.0
1:1,[Emim]Cl,AA,293.15,60.0,0.2,0.93,1.0
1:1,[Emim]Cl,AA,293.15,80.0,0.2,1.1,1.0
1:1,[Bmim]Cl,AA,293.15,20.0,0.2,0.51,1.0
1:1,[Bmim]Cl,AA,293.15,40.0,0.2,0.71,1.0
1:1,[Bmim]Cl,AA,293.15,60.0,0.2,0.86,1.0
1:1,[Bmim]Cl,AA,293.15,80.0,0.2,1.01,1.0
1:1,[Hmim]Cl,AA,293.15,20.0,0.2,0.48,1.0
1:1,[Hmim]Cl,AA,293.15,40.0,0.2,0.62,1.0
1:1,[Hmim]Cl,AA,293.15,60.0,0.2,0.77,1.0
1:1,[Hmim]Cl,AA,293.15,80.0,0.2,0.91,1.0
1:3,Bet,EG,313.15,2.026,0.0,0.069685522,0.3333333333333333
1:4,Bet,EG,313.15,2.026,0.0,0.057849109,0.25
1:5,Bet,EG,313.15,2.026,0.0,0.049449825,0.2
1:3,L-car,EG,313.15,2.026,0.0,0.151202326,0.3333333333333333
1:4,L-car,EG,313.15,2.026,0.0,0.131411546,0.25
1:5,L-car,EG,313.15,2.026,0.0,0.116830877,0.2
1:3,Bet,EG,303.15,2.026,0.0,0.086578982,0.3333333333333333
1:3,Bet,EG,323.15,2.026,0.0,0.057015427,0.3333333333333333
1:3,L-car,EG,303.15,2.026,0.0,0.165953772,0.3333333333333333
1:3,L-car,EG,323.15,2.026,0.0,0.13829481,0.3333333333333333
1:3,Bet,EG,313.15,101.3,0.0,0.366,0.3333333333333333
1:3,Bet,EG,313.15,0.3748,0.0,0.0342,0.3333333333333333
1:3,L-car,EG,313.15,101.3,0.0,0.365,0.3333333333333333
1:3,L-car,EG,313.15,0.3748,0.0,0.119,0.3333333333333333
1:2,[Ch]Cl,EG,313.15,2.026,0.0,0.0171,0.5
1:2,[Ch]Cl,Gly,313.15,2.026,0.0,0.003,0.5
1:1,[Ch]Cl,MA,313.15,2.026,0.0,0.0131,1.0
1:1,CPL,Benzoicacid,313.15,2.026,0.0,0.005,1.0
1:1,CPL,AA,313.15,2.026,0.0,0.0123,1.0
1:1,CPL,Im,313.15,2.026,0.0,0.0758,1.0
1:2,Mat,MFA,293.2,10.0,0.0,0.33,0.5
1:2,Mat,MFA,293.2,30.0,0.0,0.51,0.5
1:2,Mat,MFA,293.2,40.0,0.0,0.57,0.5
1:2,Mat,MFA,293.2,50.0,0.0,0.6,0.5
1:2,Mat,MFA,293.2,60.0,0.0,0.66,0.5
1:2,Mat,MFA,293.2,70.0,0.0,0.71,0.5
1:2,Mat,MFA,293.2,80.0,0.0,0.75,0.5
1:2,Mat,MFA,293.2,90.0,0.0,0.8,0.5
1:2,Mat,MFA,293.2,100.0,0.0,0.84,0.5
1:2,Mat,EFA,293.2,10.0,0.0,0.27,0.5
1:2,Mat,EFA,293.2,20.0,0.0,0.37,0.5
1:2,Mat,EFA,293.2,30.0,0.0,0.43,0.5
1:2,Mat,EFA,293.2,40.0,0.0,0.49,0.5
1:2,Mat,EFA,293.2,50.0,0.0,0.584,0.5
1:2,Mat,EFA,293.2,60.0,0.0,0.6,0.5
1:2,Mat,EFA,293.2,70.0,0.0,0.63,0.5
1:2,Mat,EFA,293.2,80.0,0.0,0.69,0.5
1:2,Mat,EFA,293.2,90.0,0.0,0.72,0.5
1:2,Mat,EFA,293.2,100.0,0.0,0.78,0.5
1:2,Mat,MAA,293.2,10.0,0.0,0.3,0.5
1:2,Mat,MAA,293.2,20.0,0.0,0.39,0.5
1:2,Mat,MAA,293.2,30.0,0.0,0.47,0.5
1:2,Mat,MAA,293.2,40.0,0.0,0.52,0.5
1:2,Mat,MAA,293.2,50.0,0.0,0.58,0.5
1:2,Mat,MAA,293.2,60.0,0.0,0.63,0.5
1:2,Mat,MAA,293.2,70.0,0.0,0.68,0.5
1:2,Mat,MAA,293.2,80.0,0.0,0.72,0.5
1:2,Mat,MAA,293.2,90.0,0.0,0.77,0.5
1:2,Mat,MAA,293.2,100.0,0.0,0.82,0.5
1:2,Mat,MFA,303.2,10.0,0.0,0.2,0.5
1:2,Mat,MFA,303.2,20.0,0.0,0.27,0.5
1:2,Mat,MFA,303.2,30.0,0.0,0.32,0.5
1:2,Mat,MFA,303.2,40.0,0.0,0.4,0.5
1:2,Mat,MFA,303.2,50.0,0.0,0.45,0.5
1:2,Mat,MFA,303.2,60.0,0.0,0.5,0.5
1:2,Mat,MFA,303.2,70.0,0.0,0.54,0.5
1:2,Mat,MFA,303.2,80.0,0.0,0.6,0.5
1:2,Mat,MFA,303.2,90.0,0.0,0.64,0.5
1:2,Mat,MFA,303.2,100.0,0.0,0.69,0.5
1:2,Mat,MFA,313.2,10.0,0.0,0.12,0.5
1:2,Mat,MFA,313.2,20.0,0.0,0.19,0.5
1:2,Mat,MFA,313.2,30.0,0.0,0.22,0.5
1:2,Mat,MFA,313.2,40.0,0.0,0.3,0.5
1:2,Mat,MFA,313.2,50.0,0.0,0.37,0.5
1:2,Mat,MFA,313.2,60.0,0.0,0.43,0.5
1:2,Mat,MFA,313.2,70.0,0.0,0.48,0.5
1:2,Mat,MFA,313.2,80.0,0.0,0.52,0.5
1:2,Mat,MFA,313.2,90.0,0.0,0.57,0.5
1:2,Mat,MFA,313.2,100.0,0.0,0.6,0.5
2:1,[Amim]Cl,2-NH2Py,293.0,1.0,0.0,0.273,2.0
2:1,[Amim]Cl,2-NH2Py,293.0,101.3,0.0,1.261,2.0
1:1,[Amim]Cl,2-NH2Py,293.0,1.0,0.0,0.173,1.0
1:1,[Amim]Cl,2-NH2Py,293.0,101.3,0.0,1.185,1.0
2:1,[Bmim]Cl,3-NH2Py,293.0,1.0,0.0,0.223,2.0
2:1,[Amim]Cl,3-OHPy,293.0,1.0,0.0,0.115,2.0
1:2,[Amim]Cl,2-NH2Py,293.0,101.3,0.0,1.142,0.5
2:1,[Amim]Cl,2-NH2Py,303.0,101.3,0.0,1.01,2.0
2:1,[Amim]Cl,2-NH2Py,313.0,101.3,0.0,0.9,2.0
